cat_middle,cat_3,code_icd10_p,code_icd10,codename_high,codename,code_icd9
D80－D89,D86,D86.2,D862,NA,リンパ節サルコイドーシスを伴う肺サルコイドーシス,135
D80－D89,D86,D86.3,D863,NA,皮膚サルコイドーシス,135
D80－D89,D86,D86.8,D868,NA,その他及び複合部位のサルコイドーシス,
D80－D89,D86,D86.9,D869,NA,サルコイドーシス，詳細不明,135
D80－D89,D89,D89,D89,NA,その他の免疫機構の障害，他に分類されないもの,
D80－D89,D89,D89.0,D890,NA,多クローン性高ガンマグロブリン血症,2730
D80－D89,D89,D89.1,D891,NA,クリオグロブリン血症,2732
D80－D89,D89,D89.2,D892,NA,高ガンマグロブリン血症，詳細不明,"2731,28989"
D80－D89,D89,D89.3,D893,NA,免疫再構築症候群,2798
D80－D89,D89,D89.8,D898,NA,その他の明示された免疫機構の障害，他に分類されないもの,
D80－D89,D89,D89.9,D899,NA,免疫機構の障害，詳細不明,2799
E00－E07,E00,E00,E00,NA,先天性ヨード欠乏症候群,
E00－E07,E00,E00.0,E000,NA,先天性ヨード欠乏症候群，神経型,243
E00－E07,E00,E00.1,E001,NA,先天性ヨード欠乏症候群，粘液水腫型,243
E00－E07,E00,E00.2,E002,NA,先天性ヨード欠乏症候群，混合型,243
E00－E07,E00,E00.9,E009,NA,先天性ヨード欠乏症候群，詳細不明,243
E00－E07,E01,E01,E01,NA,ヨード欠乏による甲状腺障害及び類縁病態,
E00－E07,E01,E01.0,E010,NA,ヨード欠乏によるびまん性（地方病性）甲状腺腫,2409
E00－E07,E01,E01.1,E011,NA,ヨード欠乏による多結節性（地方病性）甲状腺腫,2411
E00－E07,E01,E01.2,E012,NA,ヨード欠乏による（地方病性）甲状腺腫，詳細不明,2409
E00－E07,E01,E01.8,E018,NA,その他のヨード欠乏による甲状腺障害及び類縁病態,2448
E00－E07,E02,E02,E02,NA,無症候性ヨード欠乏性甲状腺機能低下症,2448
E00－E07,E03,E03,E03,NA,その他の甲状腺機能低下症,
E00－E07,E03,E03.0,E030,NA,びまん性甲状腺腫を伴う先天性甲状腺機能低下症,243
E00－E07,E03,E03.1,E031,NA,甲状腺腫を伴わない先天性甲状腺機能低下症,243
E00－E07,E03,E03.2,E032,NA,薬剤及びその他の外因性物質による甲状腺機能低下症,"2442,2443"
E00－E07,E03,E03.3,E033,NA,感染後甲状腺機能低下症,2448
E00－E07,E03,E03.4,E034,NA,甲状腺萎縮（後天性）,2468
E00－E07,E03,E03.5,E035,NA,粘液水腫性昏睡,78001
E00－E07,E03,E03.8,E038,NA,その他の明示された甲状腺機能低下症,2448
E00－E07,E03,E03.9,E039,NA,甲状腺機能低下症，詳細不明,2449
E00－E07,E04,E04,E04,NA,その他の非中毒性甲状腺腫,
E00－E07,E04,E04.0,E040,NA,非中毒性びまん性甲状腺腫,2400
E00－E07,E04,E04.1,E041,NA,非中毒性単発性甲状腺結節,"2410,2462"
E00－E07,E04,E04.2,E042,NA,非中毒性多結節性甲状腺腫,2411
E00－E07,E04,E04.8,E048,NA,その他の明示された非中毒性甲状腺腫,2419
E00－E07,E04,E04.9,E049,NA,非中毒性甲状腺腫，詳細不明,2419
E00－E07,E05,E05,E05,NA,甲状腺中毒症［甲状腺機能亢進症］,
E00－E07,E05,E05.0,E050,NA,びまん性甲状腺腫を伴う甲状腺中毒症,
E00－E07,E05,E05.1,E051,NA,中毒性単発性甲状腺結節を伴う甲状腺中毒症,
E00－E07,E05,E05.2,E052,NA,中毒性多結節性甲状腺腫を伴う甲状腺中毒症,
E00－E07,E05,E05.3,E053,NA,異所性甲状腺組織による甲状腺中毒症,
E00－E07,E05,E05.4,E054,NA,人工的甲状腺中毒症,
E00－E07,E05,E05.5,E055,NA,甲状腺クリーゼ又は急性発症,
E00－E07,E05,E05.8,E058,NA,その他の甲状腺中毒症,
E00－E07,E05,E05.9,E059,NA,甲状腺中毒症，詳細不明,
E00－E07,E06,E06,E06,NA,甲状腺炎,
E00－E07,E06,E06.0,E060,NA,急性甲状腺炎,2450
E00－E07,E06,E06.1,E061,NA,亜急性甲状腺炎,2451
E00－E07,E06,E06.2,E062,NA,一過性甲状腺中毒症を伴う慢性甲状腺炎,2458
E00－E07,E06,E06.3,E063,NA,自己免疫性甲状腺炎,2452
E00－E07,E06,E06.4,E064,NA,薬物誘発性甲状腺炎,2454
E00－E07,E06,E06.5,E065,NA,その他の慢性甲状腺炎,"2453,2458"
E00－E07,E06,E06.9,E069,NA,甲状腺炎，詳細不明,2459
E00－E07,E07,E07,E07,NA,その他の甲状腺障害,
E00－E07,E07,E07.0,E070,NA,カルシトニンの分泌過剰,2460
E00－E07,E07,E07.1,E071,NA,甲状腺ホルモン合成障害による甲状腺腫,2461
E00－E07,E07,E07.8,E078,NA,その他の明示された甲状腺障害,
E00－E07,E07,E07.9,E079,NA,甲状腺障害，詳細不明,2469
－,－,－,－,NA,NA,
－,－,－,－,NA,昏睡を伴うもの,
－,－,－,－,NA,ケトアシドーシスを伴うもの,
－,－,－,－,NA,腎合併症を伴うもの,
－,－,－,－,NA,眼合併症を伴うもの,
－,－,－,－,NA,神経（学的）合併症を伴うもの,
－,－,－,－,NA,末梢循環合併症を伴うもの,
－,－,－,－,NA,その他の明示された合併症を伴うもの,
－,－,－,－,NA,多発合併症を伴うもの,
－,－,－,－,NA,詳細不明の合併症を伴うもの,
－,－,－,－,NA,合併症を伴わないもの,
E10－E14,E10,E10,E10,NA,１型＜インスリン依存性＞糖尿病＜IDDM＞,
E10－E14,E10,E10.0,E100,NA,１型＜インスリン依存性＞糖尿病＜IDDM＞，昏睡を伴うもの,
E10－E14,E10,E10.1,E101,NA,１型＜インスリン依存性＞糖尿病＜IDDM＞，ケトアシドーシスを伴うもの,
E10－E14,E10,E10.2,E102,NA,１型＜インスリン依存性＞糖尿病＜IDDM＞，腎合併症を伴うもの,
E10－E14,E10,E10.3,E103,NA,１型＜インスリン依存性＞糖尿病＜IDDM＞，眼合併症を伴うもの,
E10－E14,E10,E10.4,E104,NA,１型＜インスリン依存性＞糖尿病＜IDDM＞，神経（学的）合併症を伴うもの,
E10－E14,E10,E10.5,E105,NA,１型＜インスリン依存性＞糖尿病＜IDDM＞，末梢循環合併症を伴うもの,
E10－E14,E10,E10.6,E106,NA,１型＜インスリン依存性＞糖尿病＜IDDM＞，その他の明示された合併症を伴うもの,
E10－E14,E10,E10.7,E107,NA,１型＜インスリン依存性＞糖尿病＜IDDM＞，多発合併症を伴うもの,
E10－E14,E10,E10.8,E108,NA,１型＜インスリン依存性＞糖尿病＜IDDM＞，詳細不明の合併症を伴うもの,25091
E10－E14,E10,E10.9,E109,NA,１型＜インスリン依存性＞糖尿病＜IDDM＞，合併症を伴わないもの,25001
E10－E14,E11,E11,E11,NA,２型＜インスリン非依存性＞糖尿病＜NIDDM＞,
E10－E14,E11,E11.0,E110,NA,２型＜インスリン非依存性＞糖尿病＜NIDDM＞，昏睡を伴うもの,
E10－E14,E11,E11.1,E111,NA,２型＜インスリン非依存性＞糖尿病＜NIDDM＞，ケトアシドーシスを伴うもの,
E10－E14,E11,E11.2,E112,NA,２型＜インスリン非依存性＞糖尿病＜NIDDM＞，腎合併症を伴うもの,
E10－E14,E11,E11.3,E113,NA,２型＜インスリン非依存性＞糖尿病＜NIDDM＞，眼合併症を伴うもの,
E10－E14,E11,E11.4,E114,NA,２型＜インスリン非依存性＞糖尿病＜NIDDM＞，神経（学的）合併症を伴うもの,
E10－E14,E11,E11.5,E115,NA,２型＜インスリン非依存性＞糖尿病＜NIDDM＞，末梢循環合併症を伴うもの,
E10－E14,E11,E11.6,E116,NA,２型＜インスリン非依存性＞糖尿病＜NIDDM＞，その他の明示された合併症を伴うもの,
E10－E14,E11,E11.7,E117,NA,２型＜インスリン非依存性＞糖尿病＜NIDDM＞，多発合併症を伴うもの,
E10－E14,E11,E11.8,E118,NA,２型＜インスリン非依存性＞糖尿病＜NIDDM＞，詳細不明の合併症を伴うもの,25090
E10－E14,E11,E11.9,E119,NA,２型＜インスリン非依存性＞糖尿病＜NIDDM＞，合併症を伴わないもの,25000
E10－E14,E12,E12,E12,NA,栄養障害に関連する糖尿病,
E10－E14,E12,E12.0,E120,NA,栄養障害に関連する糖尿病，昏睡を伴うもの,
E10－E14,E12,E12.1,E121,NA,栄養障害に関連する糖尿病，ケトアシドーシスを伴うもの,
E10－E14,E12,E12.2,E122,NA,栄養障害に関連する糖尿病，腎合併症を伴うもの,
E10－E14,E12,E12.3,E123,NA,栄養障害に関連する糖尿病，眼合併症を伴うもの,
E10－E14,E12,E12.4,E124,NA,栄養障害に関連する糖尿病，神経（学的）合併症を伴うもの,
E10－E14,E12,E12.5,E125,NA,栄養障害に関連する糖尿病，末梢循環合併症を伴うもの,
E10－E14,E12,E12.6,E126,NA,栄養障害に関連する糖尿病，その他の明示された合併症を伴うもの,
E10－E14,E12,E12.7,E127,NA,栄養障害に関連する糖尿病，多発合併症を伴うもの,
E10－E14,E12,E12.8,E128,NA,栄養障害に関連する糖尿病，詳細不明の合併症を伴うもの,
E10－E14,E12,E12.9,E129,NA,栄養障害に関連する糖尿病，合併症を伴わないもの,
E10－E14,E13,E13,E13,NA,その他の明示された糖尿病,
E10－E14,E13,E13.0,E130,NA,その他の明示された糖尿病，昏睡を伴うもの,
E10－E14,E13,E13.1,E131,NA,その他の明示された糖尿病，ケトアシドーシスを伴うもの,
E10－E14,E13,E13.2,E132,NA,その他の明示された糖尿病，腎合併症を伴うもの,
E10－E14,E13,E13.3,E133,NA,その他の明示された糖尿病，眼合併症を伴うもの,
E10－E14,E13,E13.4,E134,NA,その他の明示された糖尿病，神経（学的）合併症を伴うもの,
E10－E14,E13,E13.5,E135,NA,その他の明示された糖尿病，末梢循環合併症を伴うもの,
E10－E14,E13,E13.6,E136,NA,その他の明示された糖尿病，その他の明示された合併症を伴うもの,
E10－E14,E13,E13.7,E137,NA,その他の明示された糖尿病，多発合併症を伴うもの,
E10－E14,E13,E13.8,E138,NA,その他の明示された糖尿病，詳細不明の合併症を伴うもの,"24990,25090"
E10－E14,E13,E13.9,E139,NA,その他の明示された糖尿病，合併症を伴わないもの,"24900,25000"
E10－E14,E14,E14,E14,NA,詳細不明の糖尿病,
E10－E14,E14,E14.0,E140,NA,詳細不明の糖尿病，昏睡を伴うもの,
E10－E14,E14,E14.1,E141,NA,詳細不明の糖尿病，ケトアシドーシスを伴うもの,
E10－E14,E14,E14.2,E142,NA,詳細不明の糖尿病，腎合併症を伴うもの,
E10－E14,E14,E14.3,E143,NA,詳細不明の糖尿病，眼合併症を伴うもの,
E10－E14,E14,E14.4,E144,NA,詳細不明の糖尿病，神経（学的）合併症を伴うもの,
E10－E14,E14,E14.5,E145,NA,詳細不明の糖尿病，末梢循環合併症を伴うもの,
E10－E14,E14,E14.6,E146,NA,詳細不明の糖尿病，その他の明示された合併症を伴うもの,
E10－E14,E14,E14.7,E147,NA,詳細不明の糖尿病，多発合併症を伴うもの,
E10－E14,E14,E14.8,E148,NA,詳細不明の糖尿病，詳細不明の合併症を伴うもの,
E10－E14,E14,E14.9,E149,NA,詳細不明の糖尿病，合併症を伴わないもの,
E15－E16,E15,E15,E15,NA,非糖尿病性低血糖性昏睡,2510
E15－E16,E16,E16,E16,NA,その他の膵内分泌障害,
E15－E16,E16,E16.0,E160,NA,昏睡を伴わない薬物誘発性低血糖症,2511
E15－E16,E16,E16.1,E161,NA,その他の低血糖症,2511
E15－E16,E16,E16.2,E162,NA,低血糖症，詳細不明,2512
E15－E16,E16,E16.3,E163,NA,グルカゴン分泌増加,2514
E15－E16,E16,E16.4,E164,NA,ガストリンの異常分泌,2515
E15－E16,E16,E16.8,E168,NA,その他の明示された膵内分泌障害,2518
E15－E16,E16,E16.9,E169,NA,膵内分泌障害，詳細不明,2519
E20－E35,E20,E20,E20,NA,副甲状腺＜上皮小体＞機能低下症,
E20－E35,E20,E20.0,E200,NA,特発性副甲状腺＜上皮小体＞機能低下症,2521
E20－E35,E20,E20.1,E201,NA,偽性副甲状腺＜上皮小体＞機能低下症,27549
E20－E35,E20,E20.8,E208,NA,その他の副甲状腺＜上皮小体＞機能低下症,2521
E20－E35,E20,E20.9,E209,NA,副甲状腺＜上皮小体＞機能低下症，詳細不明,2521
E20－E35,E21,E21,E21,NA,副甲状腺＜上皮小体＞機能亢進症及びその他の副甲状腺＜上皮小体＞障害,
E20－E35,E21,E21.0,E210,NA,原発性副甲状腺＜上皮小体＞機能亢進症,25201
E20－E35,E21,E21.1,E211,NA,続発性＜二次性＞副甲状腺＜上皮小体＞機能亢進症，他に分類されないもの,25202
E20－E35,E21,E21.2,E212,NA,その他の副甲状腺＜上皮小体＞機能亢進症,25208
E20－E35,E21,E21.3,E213,NA,副甲状腺＜上皮小体＞機能亢進症，詳細不明,25200
E20－E35,E21,E21.4,E214,NA,その他の明示された副甲状腺＜上皮小体＞障害,2528
E20－E35,E21,E21.5,E215,NA,副甲状腺＜上皮小体＞障害，詳細不明,2529
E20－E35,E22,E22,E22,NA,下垂体機能亢進症,
E20－E35,E22,E22.0,E220,NA,末端肥大症＜先端巨大症＞及び下垂体性巨人症,2530
E20－E35,E22,E22.1,E221,NA,高プロラクチン血症,2531
E20－E35,E22,E22.2,E222,NA,抗利尿ホルモン不適合分泌症候群＜SIADH＞,2536
E20－E35,E22,E22.8,E228,NA,その他の下垂体機能亢進症,2531
E20－E35,E22,E22.9,E229,NA,下垂体機能亢進症，詳細不明,2531
E20－E35,E23,E23,E23,NA,下垂体機能低下症及びその他の下垂体障害,
E20－E35,E23,E23.0,E230,NA,下垂体機能低下症,"2532,2533,6281"
E20－E35,E23,E23.1,E231,NA,薬物誘発性下垂体機能低下症,2537
E20－E35,E23,E23.2,E232,NA,尿崩症,2535
E20－E35,E23,E23.3,E233,NA,視床下部機能障害，他に分類されないもの,2539
E20－E35,E23,E23.6,E236,NA,その他の下垂体障害,2538
E20－E35,E23,E23.7,E237,NA,下垂体障害，詳細不明,2539
E20－E35,E24,E24,E24,NA,クッシング＜Cushing＞症候群,
E20－E35,E24,E24.0,E240,NA,下垂体依存性クッシング＜Cushing＞病,2550
E20－E35,E24,E24.1,E241,NA,ネルソン＜Nelson＞症候群,2538
E20－E35,E24,E24.2,E242,NA,薬物誘発性クッシング＜Cushing＞症候群,2550
E20－E35,E24,E24.3,E243,NA,異所性ACTH＜副腎皮質刺激ホルモン＞症候群,2550
E20－E35,E24,E24.4,E244,NA,アルコール性偽性クッシング＜Cushing＞症候群,2550
E20－E35,E24,E24.8,E248,NA,その他のクッシング＜Cushing＞症候群,2550
E20－E35,E24,E24.9,E249,NA,クッシング＜Cushing＞症候群，詳細不明,2550
E20－E35,E25,E25,E25,NA,副腎性器障害,
E20－E35,E25,E25.0,E250,NA,酵素欠損による先天性副腎性器障害,2552
E20－E35,E25,E25.8,E258,NA,その他の副腎性器障害,2552
E20－E35,E25,E25.9,E259,NA,副腎性器障害，詳細不明,2552
E20－E35,E26,E26,E26,NA,アルドステロン症,
E20－E35,E26,E26.0,E260,NA,原発性アルドステロン症,
E20－E35,E26,E26.1,E261,NA,続発性＜二次性＞アルドステロン症,25514
E20－E35,E26,E26.8,E268,NA,その他のアルドステロン症,
E20－E35,E26,E26.9,E269,NA,アルドステロン症，詳細不明,25510
E20－E35,E27,E27,E27,NA,その他の副腎障害,
E20－E35,E27,E27.0,E270,NA,その他の副腎皮質機能亢進症,2553
E20－E35,E27,E27.1,E271,NA,原発性副腎皮質機能不全（症）,25541
E20－E35,E27,E27.2,E272,NA,アジソン＜Addison＞クリーゼ＜発症＞,25541
E20－E35,E27,E27.3,E273,NA,薬物誘発性副腎皮質機能不全（症）,25541
E20－E35,E27,E27.4,E274,NA,その他及び詳細不明の副腎皮質機能不全（症）,
E20－E35,E27,E27.5,E275,NA,副腎髄質機能亢進症,2556
E20－E35,E27,E27.8,E278,NA,その他の明示された副腎障害,2558
E20－E35,E27,E27.9,E279,NA,副腎障害，詳細不明,2559
E20－E35,E28,E28,E28,NA,卵巣機能障害,
E20－E35,E28,E28.0,E280,NA,エストロゲン過剰（症）,2560
E20－E35,E28,E28.1,E281,NA,アンドロゲン過剰（症）,2561
E20－E35,E28,E28.2,E282,NA,多のう＜嚢＞胞性卵巣症候群,2564
E20－E35,E28,E28.3,E283,NA,原発性卵巣機能不全（症）,
E20－E35,E28,E28.8,E288,NA,その他の卵巣機能障害,2568
E20－E35,E28,E28.9,E289,NA,卵巣機能障害，詳細不明,2569
E20－E35,E29,E29,E29,NA,精巣＜睾丸＞機能障害,
E20－E35,E29,E29.0,E290,NA,精巣＜睾丸＞機能亢進（症）,2570
E20－E35,E29,E29.1,E291,NA,精巣＜睾丸＞機能低下（症）,2572
E20－E35,E29,E29.8,E298,NA,その他の精巣＜睾丸＞機能障害,2578
E20－E35,E29,E29.9,E299,NA,精巣＜睾丸＞機能障害，詳細不明,2579
E20－E35,E30,E30,E30,NA,思春期障害，他に分類されないもの,
E20－E35,E30,E30.0,E300,NA,思春期遅発症,2590
E20－E35,E30,E30.1,E301,NA,思春期早発症,2591
E20－E35,E30,E30.8,E308,NA,その他の思春期障害,2591
E20－E35,E30,E30.9,E309,NA,思春期障害，詳細不明,2599
E20－E35,E31,E31,E31,NA,多腺性機能障害,
E20－E35,E31,E31.0,E310,NA,自己免疫性多腺性内分泌不全症,2581
E20－E35,E31,E31.1,E311,NA,多腺性機能亢進（症）,2588
E20－E35,E31,E31.8,E318,NA,その他の多腺性機能障害,2588
E20－E35,E31,E31.9,E319,NA,多腺性機能障害，詳細不明,2589
E20－E35,E32,E32,E32,NA,胸腺の疾患,
E20－E35,E32,E32.0,E320,NA,胸腺の過形成遺残,2540
E20－E35,E32,E32.1,E321,NA,胸腺膿瘍,2541
E20－E35,E32,E32.8,E328,NA,その他の胸腺の疾患,2548
E20－E35,E32,E32.9,E329,NA,胸腺の疾患，詳細不明,2549
E20－E35,E34,E34,E34,NA,その他の内分泌障害,
E20－E35,E34,E34.0,E340,NA,カルチノイド症候群,2592
E20－E35,E34,E34.1,E341,NA,消化管ホルモンのその他の分泌過剰,2598
E20－E35,E34,E34.2,E342,NA,異所性ホルモン分泌，他に分類されないもの,2593
E20－E35,E34,E34.3,E343,NA,低身長，他に分類されないもの,2594
E20－E35,E34,E34.4,E344,NA,体質性高身長,2530
E20－E35,E34,E34.5,E345,NA,アンドロゲン抵抗性症候群,
E20－E35,E34,E34.8,E348,NA,その他の明示された内分泌障害,2598
E20－E35,E34,E34.9,E349,NA,内分泌障害，詳細不明,2599
E20－E35,E35*,E35,E35,NA,他に分類される疾患における内分泌腺障害,"2468,2558,2598"
E20－E35,E35*,E35.0,E350,NA,他に分類される疾患における甲状腺障害,
E20－E35,E35*,E35.1,E351,NA,他に分類される疾患における副腎障害,
E20－E35,E35*,E35.8,E358,NA,他に分類される疾患におけるその他の内分泌腺障害,
E40－E46,E40,E40,E40,NA,クワシオルコル,260
E40－E46,E41,E41,E41,NA,栄養性消耗症＜マラスムス＞,261
E40－E46,E42,E42,E42,NA,消耗症（性）クワシオルコル,260
E40－E46,E43,E43,E43,NA,詳細不明の重度タンパク＜蛋白＞エネルギー性栄養失調（症）,262
E40－E46,E44,E44,E44,NA,中等度及び軽度のタンパク＜蛋白＞エネルギー性栄養失調（症）,
E40－E46,E44,E44.0,E440,NA,中等度タンパク＜蛋白＞エネルギー性栄養失調（症）,2630
E40－E46,E44,E44.1,E441,NA,軽度タンパク＜蛋白＞エネルギー性栄養失調（症）,2631
E40－E46,E45,E45,E45,NA,タンパク＜蛋白＞エネルギー性栄養失調（症）に続発する発育遅延,2632
E40－E46,E46,E46,E46,NA,詳細不明のタンパク＜蛋白＞エネルギー性栄養失調（症）,"2638,2639"
E50－E64,E50,E50,E50,NA,ビタミンA欠乏症,
E50－E64,E50,E50.0,E500,NA,結膜乾燥症を伴うビタミンA欠乏症,2640
E50－E64,E50,E50.1,E501,NA,ビトー＜Bitot＞斑及び結膜乾燥症を伴うビタミンA欠乏症,2641
E50－E64,E50,E50.2,E502,NA,角膜乾燥症を伴うビタミンA欠乏症,2642
E50－E64,E50,E50.3,E503,NA,角膜潰瘍形成及び乾燥症を伴うビタミンA欠乏症,2643
E50－E64,E50,E50.4,E504,NA,角膜軟化症を伴うビタミンA欠乏症,2644
E50－E64,E50,E50.5,E505,NA,夜盲を伴うビタミンA欠乏症,2645
E50－E64,E50,E50.6,E506,NA,角膜の眼球乾燥（症）性瘢痕を伴うビタミンA欠乏症,2646
E50－E64,E50,E50.7,E507,NA,その他のビタミンA欠乏症の眼症状発現,2647
